Full Name,First Name,Last Name,2K00,2K01,2K02,2K03,2K04,2K05,2K06,2K07,2K08,2K09,2K10,2K11,2K12,2K13,2K14,2K15,2K16,2K17,2K18,2K19,2K20,2K21,2K22,2K23,2k24,2k25,2k26
Jordan Hawkins,Jordan,Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,72,73,
Jordan Heath,Jordan,Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Henriquez,Jordan,Henriquez,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Hill,Jordan,Hill,,,,,,,,,,,62,69,67,70,70,76,75,76,,,,,,,,,
Jordan Loyd,Jordan,Loyd,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Mathews,Jordan,Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan McRae,Jordan,McRae,,,,,,,,,,,,,,,,,68,70,,,68,74,,,,,
Jordan Mickey,Jordan,Mickey,,,,,,,,,,,,,,,,,68,71,71,,,,,,,,
Jordan Miller,Jordan,Miller,,,,,,,,,,,,,,,,,,,,,,,,,,68,
Jordan Morgan,Jordan,Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Murphy,Jordan,Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Nwora,Jordan,Nwora,,,,,,,,,,,,,,,,,,,,,,,73,,76,,
Jordan Sibert,Jordan,Sibert,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Taylor,Jordan,Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Vandenberg,Jordan,Vandenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Walsh,Jordan,Walsh,,,,,,,,,,,,,,,,,,,,,,,,,70,70,
Jordan Williams,Jordan,Williams,,,,,,,,,,,,,,58,,,,,,,,,,,,,
Jorge Garbajosa,Jorge,Garbajosa,,,,,,,,75,78,,,,,,,,,,,,,,,,,,
Jorge Gutierrez,Jorge,Gutierrez,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Calderon,Jose,Calderon,,,,,,,69,74,82,87,75,,69,75,75,78,73,74,71,73,,,,,,,
Jose Juan Barea,Jose Juan,Barea,,,,,,,,70,72,72,69,69,65,68,69,74,74,76,76,76,76,75,,,,,
Joseph Crispin,Joseph,Crispin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Forte,Joseph,Forte,,,62,60,65,,,,,,,,,,,,,,,,,,,,,,
Joseph Young,Joseph,Young,,,,,,,,,,,,,,,,,68,71,72,,,,,,,,
Josh Akognon,Josh,Akognon,,,,,,,,,,,,,,,64,,,,,,,,,,,,
Josh Boone,Josh,Boone,,,,,,,,69,76,76,,,,,,,,,,,,,,,,,
Josh Bostic,Josh,Bostic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Carter,Josh,Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Childress,Josh,Childress,,,,,,77,74,,80,,,77,70,,68,,,,,,,,,,,,
Josh Collins,Josh,Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Davis,Josh,Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Grant,Josh,Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Gray,Josh,Gray,,,,,,,,,,,,,,,,,,,,,,67,,,,,
Josh Hall,Josh,Hall,,,,,,,,,,,,,,,,,,,,,,,66,,,,
Josh Harrellson,Josh,Harrellson,,,,,,,,,,,,,,,57,,,,,,,,,,,,
Josh Heytvelt,Josh,Heytvelt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Howard,Josh,Howard,,,,,73,79,83,83,83,83,77,71,69,,,,,,,,,,,,,,
Josh Huestis,Josh,Huestis,,,,,,,,,,,,,,,,,65,69,69,68,,,,,,,
Josh Magette,Josh,Magette,,,,,,,,,,,,,,,,,,,,,,68,,,,,
Josh McRoberts,Josh,McRoberts,,,,,,,,,72,68,55,54,64,64,64,74,71,71,69,,,,,,,,
Josh Moore,Josh,Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Owens,Josh,Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Perkins,Josh,Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Powell,Josh,Powell,,,,,,,,71,67,,64,64,,,,67,,,,,,,,,,,
Josh Reaves,Josh,Reaves,,,,,,,,,,,,,,,,,,,,,,67,,,,,
Josh Selby,Josh,Selby,,,,,,,,,,,,,,59,,,,,,,,,,,,,
Josh Smith,Josh,Smith,,,,,,77,74,,84,85,77,83,84,87,86,80,75,,,,,,,,,,
Joshua Smith,Joshua,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josiah Turner,Josiah,Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP Macura,JP,Macura,,,,,,,,,,,,,,,,,,,,,,68,,,,,
JP Tokoto,JP,Tokoto,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR Bremer,JR,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR Giddens,JR,Giddens,,,,,,,,,,,57,,,,,,,,,,,,,,,,
JR Smith,JR,Smith,,,,,,81,74,78,77,78,72,71,76,75,82,78,76,77,75,75,,74,,,,,
Juan Carlos Navarro,Juan Carlos,Navarro,,,,,,,,,78,,,,,,,,,,,,,,,,,,
Juan Dixon,Juan,Dixon,,,,64,74,72,74,76,70,,,,,,,,,,,,,,,,,,
Juan Nunez,Juan,Nunez,,,,,,,,,,,,,,,,,,,,,,,,,,68,
Juan Vaulet,Juan,Vaulet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juaquin Hawkins,Juaquin,Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jud Buechler,Jud,Buechler,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jud Dillard,Jud,Dillard,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Gamble,Julian,Gamble,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Jacobs,Julian,Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Mavunga,Julian,Mavunga,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Phillips,Julian,Phillips,,,,,,,,,,,,,,,,,,,,,,,,,70,70,
Julian Strawther,Julian,Strawther,,,,,,,,,,,,,,,,,,,,,,,,,70,73,
Julian Washburn,Julian,Washburn,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Wright,Julian,Wright,,,,,,,,,70,70,66,64,,,,,,,,,,,,,,,
Julius Hodge,Julius,Hodge,,,,,,,69,66,,,,,,,,,,,,,,,,,,,
Julius Nwosu,Julius,Nwosu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julyan Stone,Julyan,Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumaine Jones,Jumaine,Jones,,71,74,70,76,75,,,,,,,,,,,,,,,,,,,,,
Junior Burrough,Junior,Burrough,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Cadougan,Junior,Cadougan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Harrington,Junior,Harrington,,,,63,,,,,,,,,,,,,,,,,,,,,,,
Justin Anderson,Justin,Anderson,,,,,,,,,,,,,,,,,71,72,73,72,,71,,,,,
Justin Bean,Justin,Bean,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Bibbs,Justin,Bibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Brownlee,Justin,Brownlee,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Cobbs,Justin,Cobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Dentmon,Justin,Dentmon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Hamilton,Justin,Hamilton,,,,,,,,,,,,,,,,69,,69,72,,,,,,,,
Justin Harper,Justin,Harper,,,,,,,,,,,,,,53,,,,,,,,,,,,,
Justin Hawkins,Justin,Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jackson,Justin,Jackson,,,,,,,,,,,,,,,,,,,72,73,74,72,72,72,72,,
Justin Jackson 2,Justin,Jackson 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin James,Justin,James,,,,,,,,,,,,,,,,,,,,,70,71,,,,,
Justin Minaya,Justin,Minaya,,,,,,,,,,,,,,,,,,,,,,,,,69,69,
Justin Patton,Justin,Patton,,,,,,,,,,,,,,,,,,,70,70,,69,,,,,
Justin Reed,Justin,Reed,,,,,,70,64,65,66,,,,,,,,,,,,,,,,,,
Justin Robinson,Justin,Robinson,,,,,,,,,,,,,,,,,,,,,,67,,,,,
Justin Simmons,Justin,Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Simon,Justin,Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Williams,Justin,Williams,,,,,,,,64,66,,,,,,,,,,,,,,,,,,
Justin Wright-Foreman,Justin,Wright-Foreman,,,,,,,,,,,,,,,,,,,,,,67,,,,,
Justinian Jessup,Justinian,Jessup,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juwan Howard,Juwan,Howard,85.00,,82,77,77,79,78,75,,,,58,54,,,,,,,,,,,,,,
Juwan Morgan,Juwan,Morgan,,,,,,,,,,,,,,,,,,,,,,70,,,,,
Juwan Staten,Juwan,Staten,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadeem Allen,Kadeem,Allen,,,,,,,,,,,,,,,,,,,,,,72,,,,,
Kadeem Batts,Kadeem,Batts,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadeem Coleby,Kadeem,Coleby,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadeem Jack,Kadeem,Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahlil Whitney,Kahlil,Whitney,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaiser Gates,Kaiser,Gates,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaleb Johnson,Kaleb,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaleb Tarczewski,Kaleb,Tarczewski,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaleb Wesson,Kaleb Wesson,Kaleb Wesson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalin Lucas,Kalin,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamari Murphy,Kamari,Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kammron Taylor,Kammron,Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaniel Dickens,Kaniel,Dickens,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem Rush,Kareem,Rush,,,,70,73,,,,71,,,,,,,,,,,,,,,,,,
Kareem Townes,Kareem,Townes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karim Mane,Karim,Mane,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,Karl,Malone,98.00,95,90,86,84,,,,,,,,,,,,,,,,,,,,,,
Karlo Matkovic,Karlo,Matkovic,,,,,,,,,,,,,,,,,,,,,,,,,,71,
Karron Johnson,Karron,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karvel Anderson,Karvel,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kashif Watson,Kashif,Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kavell Bigby-Williams,Kavell,Bigby-Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kavion Pippen,Kavion,Pippen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kay Felder,Kay,Felder,,,,,,,,,,,,,,,,,,69,69,69,,,,,,,
Keandre Cook,Keandre,Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keaton Wallace,Keaton,Wallace,,,,,,,,,,,,,,,,,,,,,,,,,67,68,
Kebu Stewart,Kebu,Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedrick Brown,Kedrick,Brown,,,,,61,,,,,,,,,,,,,,,,,,,,,,
Keenan Evans,Keenan,Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keifer Sykes,Keifer,Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keion Bell,Keion,Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Appling,Keith,Appling,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Askins,Keith,Askins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Benson,Keith,Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Bogans,Keith,Bogans,,,,,70,73,,,69,73,,65,68,70,68,,,,,,,,,,,,
Keith Booth,Keith,Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Chamberlain,Keith,Chamberlain,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Clanton,Keith,Clanton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Closs,Keith,Closs,68.00,68,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Hornsby,Keith,Hornsby,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Jennings,Keith,Jennings,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Langford,Keith,Langford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith McLeod,Keith,McLeod,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Owens,Keith,Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Rendleman,Keith,Rendleman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Tower,Keith,Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Van Horn,Keith,Van Horn,83.00,85,88,78,78,78,74,,,,,,,,,,,,,,,,,,,,
Kel'el Ware,Kel'el,Ware,,,,,,,,,,,,,,,,,,,,,,,,,,70,
Kelan Martin,Kelan,Martin,,,,,,,,,,,,,,,,,,,,,,69,72,,,,
Kellan Grady,Kellan,Grady,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kellen Dunham,Kellen,Dunham,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kellen Thornton,Kellen,Thornton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly McCarty,Kelly,McCarty,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Tripucka,Kelly,Tripucka,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Cato,Kelvin,Cato,,79,,61,64,76,72,66,,,,,,,,,,,,,,,,,,,
Kelvin Upshaw,Kelvin,Upshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemba Walker,Kemba,Walker,,,,,,,,,,,,,,78,83,82,81,85,86,86,88,86,83,,75,,
Ken Bannister,Ken,Bannister,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Johnson,Ken,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Norman,Ken,Norman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Brown,Kendall,Brown,,,,,,,,,,,,,,,,,,,,,,,,,69,69,
Kendall Gill,Kendall,Gill,80.00,85,72,,69,,,,,,,,,,,,,,,,,,,,,,
Kendall Marshall,Kendall,Marshall,,,,,,,,,,,,,,65,65,74,71,,,,,,,,,,
Kendall Pollard,Kendall,Pollard,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Williams,Kendall,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Perkins,Kendrick,Perkins,,,,,70,72,73,71,76,76,72,72,71,72,70,74,72,,,,,,,,,,
Kendrick Perry,Kendrick,Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennard Winchester,Kennard,Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennedy Meeks,Kennedy,Meeks,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Faried,Kenneth,Faried,,,,,,,,,,,,,,76,80,81,79,80,78,76,,,,,,,
Kenny Anderson,Kenny,Anderson,86.00,,,70,,,,,,,,,,,,,,,,,,,,,,,
Kenny Battle,Kenny,Battle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Boynton,Kenny,Boynton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Frease,Kenny,Frease,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Gabriel,Kenny,Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Gattison,Kenny,Gattison,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Harris,Kenny,Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Kadji,Kenny,Kadji,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Payne,Kenny,Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Satterfield,Kenny,Satterfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Smith,Kenny,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Thomas,Kenny,Thomas,68.00,72,75,77,78,79,76,75,,,59,,,,,,,,,,,,,,,,
Kenny Walker,Kenny,Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Williams,Kenny,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Wooten,Kenny,Wooten,,,,,,,,,,,,,,,,,,,,,,69,,,,,
Kenyon Martin,Kenyon,Martin,,85,84,84,84,82,81,78,79,78,74,77,76,76,73,,,,,,,,,,,,
Keon Clark,Keon,Clark,,77,,75,,,,,,,,,,,,,,,,,,,,,,,
Kerron Johnson,Kerron,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerry Kittles,Kerry,Kittles,83.00,83,77,79,77,85,,,,,,,,,,,,,,,,,,,,,
Kevin Brooks,Kevin,Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Burleson,Kevin,Burleson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Dillard,Kevin,Dillard,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Duckworth,Kevin,Duckworth,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Edwards,Kevin,Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Foster,Kevin,Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Gamble,Kevin,Gamble,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,Kevin,Garnett,95.00,99,98,92,96,97,97,96,98,99,89,80,83,84,84,77,76,74,,,,,,,,,
Kevin Hervey,Kevin,Hervey,,,,,,,,,,,,,,,,,,,,,,68,,,,,
Kevin Johnson,Kevin,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Jones,Kevin,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Lynch,Kevin,Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Martin,Kevin,Martin,,,,,,,73,85,86,86,77,80,79,81,81,79,79,,,,,,,,,,
Kevin McClain,Kevin,McClain,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin McCullar,Kevin,McCullar,,,,,,,,,,,,,,,,,,,,,,,,,,69,
Kevin McHale,Kevin,McHale,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Murphy,Kevin,Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Olekaibe,Kevin,Olekaibe,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Ollie,Kevin,Ollie,,65,69,,,72,72,71,69,,56,,,,,,,,,,,,,,,,
Kevin Pangos,Kevin,Pangos,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Parrom,Kevin,Parrom,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Pittsnogle,Kevin,Pittsnogle,,,,,,,,67,,,,,,,,,,,,,,,,,,,
Kevin Pritchard,Kevin,Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Rankin,Kevin,Rankin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Salvadori,Kevin,Salvadori,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Seraphin,Kevin,Seraphin,,,,,,,,,,,,58,55,,69,74,72,,,,,,,,,,
Kevin Thompson,Kevin,Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Willis,Kevin,Willis,,,87,65,66,,,,,,,,,,,,,,,,,,,,,,
Keydren Clark,Keydren,Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyon Dooling,Keyon,Dooling,72.00,72,66,62,62,71,69,,69,,71,69,67,68,,,,,,,,,,,,,
Keyonte George,Keyonte,George,,,,,,,,,,,,,,,,,,,,,,,,,72,78,
Khalid El-Amin,Khalid,El-Amin,,71,58,,,,,,,,,,,,,,,,,,,,,,,,
Khalid Reeves,Khalid,Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalif Wyatt,Khalif,Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khyri Thomas,Khyri,Thomas,,,,,,,,,,,,,,,,,,,,70,69,68,69,,,,
Kiki Vandeweghe,Kiki,Vandeweghe,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim English,Kim,English,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kip Christianson,Kip,Christianson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Haston,Kirk,Haston,,,,55,55,,,,,,,,,,,,,,,,,,,,,,
Kirk Hinrich,Kirk,Hinrich,,,,,73,79,84,84,84,82,77,74,72,74,74,76,,,,,,,,,,,
Kirk Penney,Kirk,Penney,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Snyder,Kirk,Snyder,,,,,,,74,72,74,,,,,,,,,,,,,,,,,,
Kirk Van Slyke,Kirk,Van Slyke,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiwane Garris,Kiwane,Garris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiwi Gardner,Kiwi,Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ McDaniels,KJ,McDaniels,,,,,,,,,,,,,,,,69,70,68,69,,,,,,,,
KJ Simpson,KJ,Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,70,
Kleon Penn,Kleon,Penn,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Brown,Kobe,Brown,,,,,,,,,,,,,,,,,,,,,,,,,70,70,
Kobe Bryant,Kobe,Bryant,89.00,98,96,96,96,95,97,96,98,99,97,97,94,93,93,89,85,,,,,,,,,,
Kobe Bufkin,Kobe,Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,72,72,
Kobi Simmons,Kobi,Simmons,,,,,,,,,,,,,,,,,,,,,,66,69,68,68,,
Koko Archibong,Koko,Archibong,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korie Lucious,Korie,Lucious,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korleone Young,Korleone,Young,65.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Kornel David,Kornel,David,65.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosta Koufos,Kosta,Koufos,,,,,,,,,,70,60,58,52,57,64,72,72,74,73,76,,,,,,,
Kosta Perovic,Kosta,Perovic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kostas Antetokounmpo,Kostas,Antetokounmpo,,,,,,,,,,,,,,,,,,,,,68,69,,,,,
Kostas Papanikolaou,Kostas,Papanikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kostas Papanikolau,Kostas,Papanikolau,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Dunn,Kris,Dunn,,,,,,,,,,,,,,,,,,77,72,78,75,76,75,76,74,75,
Kris Humphries,Kris,Humphries,,,,,,67,74,71,,74,59,,70,74,75,73,72,73,73,,,,,,,,
Kris Joseph,Kris,Joseph,,,,,,,,,,,,,,,65,,,,,,,,,,,,
Kris Murray,Kris,Murray,,,,,,,,,,,,,,,,,,,,,,,,,72,73,
Kris Rosales,Kris,Rosales,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Wilkes,Kris,Wilkes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurk Lee,Kurk,Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Rambis,Kurt,Rambis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Thomas,Kurt,Thomas,72.00,76,77,77,77,79,79,79,75,75,71,68,63,64,,,,,,,,,,,,,
Kwame Alexander,Kwame,Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwame Brown,Kwame,Brown,,72,72,69,,75,76,75,,,,,59,60,60,,,,,,,,,,,,
Kwame Vaughn,Kwame,Vaughn,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ky Bowman,Ky,Bowman,,,,,,,,,,,,,,,,,,,,,,71,,,,,
Kyle Alexander,Kyle,Alexander,,,,,,,,,,,,,,,,,,,,,,68,,,,,
Kyle Barone,Kyle,Barone,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Casey,Kyle,Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Collinsworth,Kyle,Collinsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Davis,Kyle,Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Filipowski,Kyle,Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,70,
Kyle Gibson,Kyle,Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Guy,Kyle,Guy,,,,,,,,,,,,,,,,,,,,,,69,,,,,
Kyle Korver,Kyle,Korver,,,,,72,72,79,81,77,76,61,63,62,63,63,78,79,76,74,75,75,73,,,,,
Kyle Kuric,Kyle,Kuric,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle O'Quinn,Kyle,O'Quinn,,,,,,,,,,,,,,,58,70,72,76,68,76,74,74,,,,,
Kyle Randall,Kyle,Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Singler,Kyle,Singler,,,,,,,,,,,,,,,62,74,71,71,67,,,,,,,,
Kyle Weaver,Kyle,Weaver,,,,,,,,,,,60,,,,,,,,,,,,,,,,
Kyle Weems,Kyle,Weems,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Wiltjer,Kyle,Wiltjer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrylo Fesenko,Kyrylo,Fesenko,,,,,,,,,62,72,,49,,,,,,,,,,,,,,,
Kyshawn George,Kyshawn,George,,,,,,,,,,,,,,,,,,,,,,,,,,70,
KZ Okpala,KZ,Okpala,,,,,,,,,,,,,,,,,,,,,71,71,70,,72,,
LaBradford Smith,LaBradford,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaDontae Henton,LaDontae,Henton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Odom,Lamar,Odom,,89,89,80,78,84,84,86,89,84,77,79,78,71,72,,,,,,,,,,,,
Lamar Patterson,Lamar,Patterson,,,,,,,,,,,,,,,,,68,,,,,,,,,,
Lamar Peters,Lamar,Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaMarcus Aldridge,LaMarcus,Aldridge,,,,,,,,75,82,84,77,77,83,86,86,88,88,88,85,88,87,84,79,,,,
LaMarcus Golden,LaMarcus,Golden,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamine Diane,Lamine,Diane,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamond Murray,Lamond,Murray,76.00,79,80,76,75,75,70,,,,,,,,,,,,,,,,,,,,
Lamont Jones,Lamont,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamont Strothers,Lamont,Strothers,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanard Copeland,Lanard,Copeland,,,,,,,,,,,,,,,,,,,,,,,,,,,
